#        ag2  -0.7243  -0.7027 -0.0216
#       alf3   0.7382   0.6669 0.0713
#       ali3  -0.3231  -0.2797 -0.0434
#         ar  14.7684  14.7305 0.0379
#        as2  -0.2365  -0.2609 0.0244
#       ash3   2.8807   2.8591 0.0216
#       b2h6   1.2299   1.2042 0.0257
#        bh3   0.4188   0.3322 0.0866
#        br2  -1.0094  -0.9360 -0.0734
#        brk  -0.4242  -0.4453 0.0211
#       c2h2   3.5756   3.4967 0.0789
#     c2h3br   1.9627   2.0213 -0.0586
#     c2h3cl   2.0537   2.1217 -0.0680
#      c2h3f   2.7883   2.7963 -0.0080
#      c2h3i   1.3787   1.3961 -0.0174
#       c2h4   2.6052   2.6340 -0.0288
#      c2h4o   1.9715   1.9109 0.0606
#       c2h6   3.1467   3.1138 0.0329
#      c2h6o   2.8939   2.8596 0.0343
#       c3h6   3.4767   3.4558 0.0209
#       c3h8   2.9814   2.9502 0.0312
#         c4  -2.4472  -0.0053 -2.4419
#      c4h10   2.9129   2.8830 0.0299
#     c4h10o   2.9976   2.9635 0.0341
#   c4h4n2o2   0.7177   0.6983 0.0194
#    c4h5n3o   0.9447   0.9201 0.0246
#     c5h5n5   1.3038   1.2791 0.0247
#    c5h5n5o   1.5916   1.5717 0.0199
#      c5h5n   1.2689   1.2353 0.0336
#       c5h6   1.7064   1.7717 -0.0653
#   c5h6n2o2   0.7780   0.7681 0.0099
#       c6f6   1.0584   1.0755 -0.0171
#    c6h5nh2   1.8319   1.8316 0.0003
#     c6h5oh   1.6267   1.6247 0.0020
#       c6h6   1.7807   1.7833 -0.0026
#       c7h8   1.7131   1.7146 -0.0014
#      c8h10   1.7526   1.7567 -0.0041
#       c8h8   0.6777   0.7937 -0.1159
#       cbr4  -0.6309  -0.4888 -0.1420
#       ccl4   0.6964   0.8593 -0.1629
#        cf4   4.9181   4.8871 0.0310
#      ch2o2   2.8406   2.6991 0.1415
#        ch4   3.4925   3.4533 0.0392
#       ch4o   3.0640   3.0264 0.0376
#        ci4  -1.6902  -1.6247 -0.0655
#        cl2  -0.2976  -0.1930 -0.1046
#        clh   2.6917   2.6970 -0.0053
#     con2h4   2.3574   2.3298 0.0275
#        cu2  -0.3654  -0.3366 -0.0288
#         f2   0.4595   0.3938 0.0657
#       f2mg   0.0202  -0.0366 0.0568
#         fh   3.1097   3.0720 0.0377
#       gacl   0.2389   0.2651 -0.0262
#       geh4   3.2093   3.1623 0.0469
#         h2   4.2521   4.2221 0.0300
#     h2nnh2   2.5340   2.5079 0.0261
#        h2o   2.9168   2.8819 0.0349
#         he  22.2761  22.2160 0.0601
#       hooh   3.0331   3.0127 0.0204
#         i2  -1.5092  -1.5038 -0.0054
#         k2  -0.3665  -0.3236 -0.0429
#         kh  -0.0282  -0.0367 0.0085
#         kr  10.4466  10.4098 0.0368
#        li2  -0.0857  -0.1177 0.0320
#        lif  -0.0091  -0.0228 0.0137
#        lih   0.1106   0.0894 0.0212
#      mgcl2  -0.1729  -0.1895 0.0166
#         n2   3.2804   3.0452 0.2352
#        na2  -0.2719  -0.2604 -0.0115
#        na4  -0.1304  -0.1049 -0.0254
#        na6  -0.1155  -0.0740 -0.0414
#       nacl  -0.5724  -0.5875 0.0151
#       nccu  -0.9264  -0.9817 0.0553
#        nch   3.3885   3.2063 0.1823
#         ne  20.9151  20.8381 0.0770
#        nh3   2.8704   2.8390 0.0313
#         p2  -0.1009  -0.0993 -0.0017
#        ph3   2.9803   2.9497 0.0306
#         pn   0.6912   0.4639 0.2272
#        rb2  -0.3982  -0.3664 -0.0317
#        sf4   0.9436   0.9380 0.0056
#        sh2   2.7979   2.7880 0.0099
#      si2h6   2.2909   2.2740 0.0169
#     si5h12   0.7638   0.7900 -0.0263
#       sih4   3.1526   3.1025 0.0501
#       tif4  -0.0724  -1.0643 0.9919
#         xe   7.7557   7.7224 0.0334
# mean error = -0.0022676069636183606
# mean abs error = 0.08254254649865307
-1.25 0
-1.15 0
-1.05 0
-0.95 0
-0.85 0
-0.75 0
-0.65 0
-0.55 0
-0.45 0
-0.35 0
-0.25 1
-0.15 8
-0.05 62
0.05 11
0.15 3
0.25 0
0.35 0
0.45 0
0.55 0
0.65 0
0.75 0
0.85 0
0.95 1
1.05 0
