ag2 0.267265
alf3 0.512435
ali3 0.356738
ar 0.567231
as2 0.36066
ash3 0.376271
b2h6 0.448396
beo 0.306012
bf 0.404229
bh3 0.486706
bn 0.403499
br2 0.374886
brk 0.288702
c2h2 0.415682
c2h3br 0.330108
c2h3cl 0.360712
c2h3f 0.3781
c2h3i 0.3357
c2h4 0.380095
c2h4o 0.343991
c2h6 0.45567
c2h6o 0.366221
c3h6 0.380714
c3h8 0.433052
c4 0.403108
c4h10 0.408667
c4h10o 0.331279
c4h4n2o2 0.341867
c4h5n3o 0.310426
c5h5n5 0.297426
c5h5n5o 0.285721
c5h5n 0.34812
c5h6 0.305747
c5h6n2o2 0.325477
c6f6 0.365107
c6h5nh2 0.283316
c6h5oh 0.309581
c6h6 0.331555
c7h8 0.315806
c8h10 0.314145
c8h8 0.293849
cbr4 0.372978
ccl4 0.415015
cf4 0.556043
ch2o2 0.384132
ch4 0.517915
ch4o 0.377158
ci4 0.333203
cl2 0.408976
clh 0.457063
co2 0.481281
co 0.519996
con2h4 0.350059
cs2 0.363244
cu2 0.260854
f2 0.520464
f2mg 0.445782
fh 0.539094
gacl 0.35212
geh4 0.45872
h2 0.5993
h2co 0.365542
h2nnh2 0.330941
h2o 0.423042
he 0.902291
hn3 0.382919
hooh 0.38028
i2 0.342469
k2 0.147265
kh 0.222825
kr 0.506239
li2 0.189986
lif 0.356813
lih 0.293535
mgcl2 0.420959
mgo 0.263716
n2 0.63031
na2 0.177954
na4 0.14981
na6 0.156032
nacl 0.321445
nccu 0.393317
nch 0.501935
ne 0.736134
nh3 0.37434
o3 0.482504
ocs 0.408624
ocse 0.381478
p2 0.386568
ph3 0.382924
pn 0.441987
rb2 0.141187
sf4 0.448019
sh2 0.37416
si2h6 0.389539
si5h12 0.33808
sih4 0.47169
so2 0.429205
tif4 0.519158
xe 0.450588
