#        ag2  -0.6326  -0.7027 0.0701
#       alf3   0.6855   0.6669 0.0186
#       ali3  -0.2108  -0.2797 0.0689
#         ar  14.7418  14.7305 0.0113
#        as2  -0.0331  -0.2609 0.2277
#       ash3   2.8787   2.8591 0.0196
#       b2h6   1.2371   1.2042 0.0329
#        beo  -2.2201  -2.0072 -0.2129
#         bf   1.5917   1.5141 0.0775
#        bh3   0.3490   0.3322 0.0168
#         bn  -3.9718  -3.1564 -0.8153
#        br2  -0.8123  -0.9360 0.1237
#        brk  -0.4387  -0.4453 0.0066
#       c2h2   3.5949   3.4967 0.0982
#     c2h3br   2.1765   2.0213 0.1552
#     c2h3cl   2.2780   2.1217 0.1563
#      c2h3f   2.9466   2.7963 0.1503
#      c2h3i   1.4755   1.3961 0.0794
#       c2h4   2.7649   2.6340 0.1309
#      c2h4o   2.0563   1.9109 0.1454
#       c2h6   3.1247   3.1138 0.0109
#      c2h6o   2.8719   2.8596 0.0123
#       c3h6   3.4718   3.4558 0.0160
#       c3h8   2.9627   2.9502 0.0125
#         c4  -2.1771  -0.0053 -2.1718
#      c4h10   2.8974   2.8830 0.0144
#     c4h10o   2.9789   2.9635 0.0154
#   c4h4n2o2   0.9673   0.6983 0.2691
#    c4h5n3o   1.2852   0.9201 0.3651
#     c5h5n5   1.5489   1.2791 0.2698
#      c5h5n   1.4595   1.2353 0.2242
#       c5h6   1.9687   1.7717 0.1970
#   c5h6n2o2   1.0296   0.7681 0.2615
#       c6f6   1.2654   1.0755 0.1898
#    c6h5nh2   2.0340   1.8316 0.2024
#     c6h5oh   1.8342   1.6247 0.2095
#       c6h6   1.9781   1.7833 0.1948
#       c7h8   1.9058   1.7146 0.1913
#      c8h10   1.9489   1.7567 0.1922
#       c8h8   1.0127   0.7937 0.2190
#       cbr4  -0.3889  -0.4888 0.1000
#       ccl4   0.9639   0.8593 0.1046
#        cf4   4.8971   4.8871 0.0100
#      ch2o2   2.8514   2.6991 0.1523
#        ch4   3.4612   3.4533 0.0079
#       ch4o   3.0371   3.0264 0.0107
#        ci4  -1.5128  -1.6247 0.1119
#        cl2  -0.0536  -0.1930 0.1393
#        clh   2.7251   2.6970 0.0280
#        co2   2.8318   2.7983 0.0335
#         co   1.4236   1.2156 0.2080
#     con2h4   2.3532   2.3298 0.0234
#        cs2   0.5368   0.2895 0.2474
#        cu2  -0.2720  -0.3366 0.0645
#         f2   0.7641   0.3938 0.3703
#       f2mg  -0.0234  -0.0366 0.0132
#         fh   3.0827   3.0720 0.0107
#       gacl   0.3392   0.2651 0.0741
#       geh4   3.1814   3.1623 0.0191
#         h2   4.2283   4.2221 0.0062
#       h2co   1.8144   1.6653 0.1491
#     h2nnh2   2.5208   2.5079 0.0129
#        h2o   2.8916   2.8819 0.0097
#         he  22.2196  22.2160 0.0036
#        hn3   2.2698   2.0247 0.2451
#       hooh   3.0376   3.0127 0.0249
#         i2  -1.3698  -1.5038 0.1340
#         k2  -0.2399  -0.3236 0.0837
#         kh  -0.0172  -0.0367 0.0194
#         kr  10.4172  10.4098 0.0074
#        li2  -0.0839  -0.1177 0.0338
#        lif  -0.0195  -0.0228 0.0033
#        lih   0.0961   0.0894 0.0066
#      mgcl2  -0.1633  -0.1895 0.0262
#        mgo  -1.1344  -1.2854 0.1510
#         n2   3.1778   3.0452 0.1326
#        na2  -0.2026  -0.2604 0.0578
#        na4  -0.0121  -0.1049 0.0928
#        na6  -0.2028  -0.0740 -0.1288
#       nacl  -0.5788  -0.5875 0.0087
#       nccu  -1.1095  -0.9817 -0.1278
#        nch   3.3170   3.2063 0.1107
#         ne  20.8387  20.8381 0.0006
#        nh3   2.8470   2.8390 0.0080
#         o3   0.0883  -1.5197 1.6080
#        ocs   2.0480   1.8458 0.2021
#       ocse   1.6648   1.4378 0.2270
#         p2   0.1008  -0.0993 0.2001
#        ph3   2.9653   2.9497 0.0155
#         pn   0.6715   0.4639 0.2075
#        rb2  -0.2759  -0.3664 0.0906
#        sf4   1.0947   0.9380 0.1567
#        sh2   2.8093   2.7880 0.0213
#      si2h6   2.2941   2.2740 0.0202
#     si5h12   0.8502   0.7900 0.0602
#       sih4   3.1205   3.1025 0.0180
#        so2  -0.0353  -0.3402 0.3049
#       tif4  -0.5274  -1.0643 0.5369
#         xe   7.7279   7.7224 0.0055
# mean error = 0.08011541718087696
# mean abs error = 0.14994651084453148
-1.25 0
-1.15 0
-1.05 0
-0.95 0
-0.85 1
-0.75 0
-0.65 0
-0.55 0
-0.45 0
-0.35 0
-0.25 1
-0.15 2
-0.05 40
0.05 23
0.15 23
0.25 4
0.35 2
0.45 1
0.55 0
0.65 0
0.75 0
0.85 0
0.95 0
1.05 0
