ag2 -0.02579070191605519
alf3 0.02537554169318706
ali3 -0.01213904015349867
ar 0.5398930855697001
as2 -0.01225087910675807
ash3 0.1026983082288575
b2h6 0.03957722680634122
beo -0.07740688506153803
bf 0.04950540505344143
bh3 0.007767413289172603
bn -0.1313289328707398
br2 -0.04047865111850069
brk -0.01673442900365091
c2h2 0.1244339727058951
c2h3br 0.06907179763796481
c2h3cl 0.0717775323428573
c2h3f 0.09679600287262154
c2h3i 0.04986383878385148
c2h4 0.09028873567833523
c2h4o 0.06868772295557732
c2h6 0.1130098419015772
c2h6o 0.1045966071104795
c3h6 0.1257407609853595
c3h8 0.1071037364096021
c4 -0.001280950045218234
c4h10 0.1047029704175237
c4h10o 0.1079384343539805
c4h4n2o2 0.02254794182354107
c4h5n3o 0.03134936353366372
c5h5n5 0.04999730137034281
c5h5n5o 0.05855073910240707
c5h5n 0.0464387331715041
c5h6 0.06142435418983068
c5h6n2o2 0.02608308504042323
c6f6 0.0373081113598894
c6h5nh2 0.06691282939134992
c6h5oh 0.05913598268870213
c6h6 0.06481777503719111
c7h8 0.06279657074251008
c8h10 0.06479184913468149
c8h8 0.0254848599704882
cbr4 -0.02146201352756655
ccl4 0.02645076865061696
cf4 0.1803610089376008
ch2o2 0.09881035393367581
ch4 0.1254193872172034
ch4o 0.1107286484791858
ci4 -0.05865482042029555
cl2 -0.01470394545069545
clh 0.0956598917873836
co2 0.1013601127469666
co 0.04052521725346141
con2h4 0.08451488903920701
cs2 0.007349504053252332
cu2 -0.01220530072903378
f2 0.01623302265012282
f2mg -0.0006118681047873054
fh 0.1130502039429365
gacl 0.004726323325949396
geh4 0.1135647391841088
h2 0.152638907990771
h2co 0.0590703087782028
h2nnh2 0.09163017932258914
h2o 0.1058048948918853
he 0.8139950109758836
hn3 0.0739001781512383
hooh 0.1111502440027958
i2 -0.05740800869175405
k2 -0.01577702346312865
kh -0.002744425933821402
kr 0.3817505374062004
li2 -0.007922627927664109
lif -0.001118373734600883
lih 0.002127249443984902
mgcl2 -0.008672953290469465
mgo -0.04077582511998656
n2 0.1096030221016638
na2 -0.01357231173633029
na4 -0.001570542056884742
na6 -0.007270022965997129
nacl -0.02192237879737801
nccu -0.03425977257934615
nch 0.1155507089654916
ne 0.7680884808207162
nh3 0.1035412116810094
o3 -0.04246761004467275
ocs 0.06601336146334325
ocse 0.05167471118770969
p2 -0.00915720530660465
ph3 0.1057989025418575
pn 0.01655065820248907
rb2 -0.01728824053112631
sf4 0.02930425578273432
sh2 0.09953519546038525
si2h6 0.07825792701937044
si5h12 0.02418822521104348
sih4 0.1106671816158395
so2 -0.01226250416070956
tif4 -0.01617527665439625
xe 0.2832292507201261
