#        ag2   7.6308   7.4131 0.2177
#       alf3  15.4737  15.3078 0.1659
#       ali3   9.9123   9.8414 0.0710
#         ar  15.5025  15.6254 -0.1229
#        as2  10.0087   9.9134 0.0953
#       ash3  10.2576  10.4198 -0.1622
#       b2h6  12.0877  12.2873 -0.1996
#        bh3  13.0919  13.3106 -0.2187
#        br2  10.4295  10.5427 -0.1132
#        brk   8.0791   8.1733 -0.0942
#       c2h2  11.5816  11.5527 0.0289
#     c2h3br   9.2398   9.2874 -0.0476
#     c2h3cl  10.0636  10.1272 -0.0636
#      c2h3f  10.5525  10.5976 -0.0451
#      c2h3i   9.4008   9.3648 0.0360
#       c2h4  10.6146  10.6851 -0.0705
#      c2h4o  10.2826  10.1836 0.0990
#       c2h6  12.5689  12.7057 -0.1368
#      c2h6o  10.6535  10.6130 0.0405
#       c3h6  10.8359  10.8550 -0.0191
#       c3h8  11.9791  12.0485 -0.0694
#         c4  11.3177  11.2735 0.0442
#      c4h10  11.5120  11.5640 -0.0520
#     c4h10o   9.8279   9.7491 0.0788
#   c4h4n2o2   9.7040   9.5662 0.1379
#    c4h5n3o   9.0006   8.7845 0.2160
#     c5h5n5   8.5946   8.3287 0.2659
#    c5h5n5o   8.3172   8.0409 0.2764
#      c5h5n   9.8447   9.7176 0.1270
#       c5h6   8.7513   8.6933 0.0579
#   c5h6n2o2   9.2928   9.1517 0.1411
#       c6f6  10.2785  10.1452 0.1333
#    c6h5nh2   8.1340   7.9759 0.1581
#     c6h5oh   8.8703   8.6934 0.1769
#       c6h6   9.4725   9.3159 0.1566
#       c7h8   9.0758   8.9038 0.1720
#      c8h10   9.0422   8.8532 0.1890
#       c8h8   8.4568   8.4048 0.0520
#       cbr4  10.3799  10.4759 -0.0960
#       ccl4  11.4947  11.6040 -0.1093
#        cf4  16.3517  16.2371 0.1146
#      ch2o2  11.5922  11.4226 0.1696
#        ch4  14.2368  14.3820 -0.1452
#       ch4o  10.9912  10.9603 0.0309
#        ci4   9.3908   9.3040 0.0868
#        cl2  11.3327  11.4560 -0.1233
#        clh  12.5031  12.6440 -0.1409
#     con2h4  10.2562  10.0789 0.1773
#        cu2   7.5940   7.3761 0.2180
#         f2  15.6495  15.5281 0.1214
#       f2mg  13.9290  13.7057 0.2233
#         fh  15.9931  15.9007 0.0924
#       gacl   9.6266   9.7868 -0.1603
#       geh4  12.3402  12.5319 -0.1917
#         h2  16.1960  16.4029 -0.2069
#     h2nnh2   9.5964   9.6212 -0.0248
#        h2o  12.5298  12.4765 0.0533
#         he  24.3532  24.5122 -0.1590
#       hooh  11.4779  11.3886 0.0893
#         i2   9.6151   9.5509 0.0642
#         k2   3.9442   4.0795 -0.1353
#         kh   5.9031   6.1257 -0.2226
#         kr  13.8682  13.9783 -0.1101
#        li2   4.9749   5.2703 -0.2954
#        lif  11.5079  11.2754 0.2325
#        lih   7.7340   7.9617 -0.2277
#      mgcl2  11.6543  11.7559 -0.1016
#         n2  15.6477  15.5961 0.0516
#        na2   4.7443   4.9408 -0.1964
#        na4   4.0336   4.2515 -0.2178
#        na6   4.2386   4.3703 -0.1317
#       nacl   9.0251   9.1196 -0.0945
#       nccu  11.2653  10.6944 0.5709
#         ne  21.2671  21.2065 0.0606
#        nh3  10.7302  10.7680 -0.0378
#         p2  10.6178  10.5941 0.0237
#        ph3  10.3375  10.5663 -0.2288
#         pn  12.0148  11.7983 0.2165
#        rb2   3.8092   3.9327 -0.1235
#        sf4  12.7292  12.7023 0.0269
#        sh2  10.1857  10.3529 -0.1672
#      si2h6  10.4959  10.7058 -0.2099
#     si5h12   9.1861   9.3563 -0.1702
#       sih4  12.6185  12.8441 -0.2256
#       tif4  16.0103  15.6896 0.3207
#         xe  12.1242  12.2329 -0.1087
# mean error = 0.0035457051075359785
# mean abs error = 0.13789485698759305
-1.25 0
-1.15 0
-1.05 0
-0.95 0
-0.85 0
-0.75 0
-0.65 0
-0.55 0
-0.45 0
-0.35 1
-0.25 16
-0.15 20
-0.05 12
0.05 19
0.15 14
0.25 3
0.35 0
0.45 0
0.55 1
0.65 0
0.75 0
0.85 0
0.95 0
1.05 0
